UID: 57694815
Time,Currency,Contract,Type,Direction,Quantity,Position,Filled Price,Funding,Fee Paid,Cash Flow,Change,Wallet Balance,Fee Rate,Trade ID,Order ID
2024-01-08 16:00:00,USDT,BTCUSDT,funding,Open Long,0.3820,0.3820,44967.30000000,1.71775086,1.71775086,0E-8,-1.71775086,4802.44910956,0.00010000,e6c290f9-8c60-4773-8087-21d005f5ef2e,533dba78-f984-4c5b-9abc-ded3387d0c0c
2024-01-08 08:00:00,USDT,BTCUSDT,funding,Open Long,0.3820,0.3820,43977.41000000,1.67993707,1.67993707,0E-8,-1.67993707,4804.16686042,0.00010000,a3890fdc-9093-45a6-bef6-a79180b4f9ca,40d6a454-a46a-4a04-8594-e1090bc3604c
2024-01-08 00:00:00,USDT,BTCUSDT,funding,Open Long,0.3820,0.3820,43927.98000000,1.67804884,1.67804884,0E-8,-1.67804884,4805.84679749,0.00010000,a5559afc-e38a-45cf-a47f-3d50e8ba885e,73895cb2-c1e8-473a-a4c8-4171fd0f83a6
2024-01-07 23:33:54,USDT,BTCUSDT,trade,Open Long,0.3820,0.3820,43702.30000000,0E-8,5.41729341,0E-8,-5.41729341,4807.52484633,0.00032450,a20b42d0-de15-5545-8a2f-01fcb7211a9e,0544ce3a-bf02-4adc-8990-fd85f03ef24f
2024-01-05 14:42:51,USDT,BTCUSDT,trade,Close Long,0.7730,0.0000,43106.60000000,0E-8,10.81279489,-265.44820000,-276.26099489,4812.94213974,0.00032450,0a1e8900-8690-5292-a133-758688201ad1,a21309b9-9c33-4faa-aa01-f4e6cb30092b
2024-01-05 08:00:00,USDT,BTCUSDT,funding,Open Long,0.7730,0.7730,43793.70000000,3.38525301,3.38525301,0E-8,-3.38525301,5089.20313463,0.00010000,15a7d37f-9f9d-4865-9688-13090bfbd25f,d697ba7b-9d6c-46ef-a5f3-ff19faea351c
2024-01-05 02:35:32,USDT,BTCUSDT,trade,Open Long,0.1510,0.1510,43450.00000000,0E-8,0.65609500,0E-8,-0.65609500,5095.29097764,0.00010000,81638636-7c70-54f9-964c-cce28db5c262,73936634-7de0-4e66-a489-852db3493317
2024-01-05 02:35:32,USDT,BTCUSDT,trade,Open Long,0.0180,0.3200,43450.00000000,0E-8,0.07821000,0E-8,-0.07821000,5094.55667264,0.00010000,8c1dafda-9c5f-5f42-bff9-3eb52bf043d3,73936634-7de0-4e66-a489-852db3493317
2024-01-05 02:35:32,USDT,BTCUSDT,trade,Open Long,0.4530,0.7730,43450.00000000,0E-8,1.96828500,0E-8,-1.96828500,5092.58838764,0.00010000,9ddd5002-f418-5d78-99e3-9304a8af88bc,73936634-7de0-4e66-a489-852db3493317
2024-01-05 02:35:32,USDT,BTCUSDT,trade,Open Long,0.1510,0.3020,43450.00000000,0E-8,0.65609500,0E-8,-0.65609500,5094.63488264,0.00010000,d3a9f27b-6a23-586d-bc9b-9f2b97280879,73936634-7de0-4e66-a489-852db3493317
2024-01-03 18:56:09,USDT,BTCUSDT,trade,Close Long,1.5350,0.0000,41774.50000000,0E-8,20.80819176,-5380.94250000,-5401.75069176,5095.94707264,0.00032450,df06a050-d73d-573a-a16b-ff6245a3b5ac,37567714-564e-4ec6-b870-6f553fff24a6
2024-01-03 16:00:00,USDT,BTCUSDT,funding,Open Long,1.5350,1.5350,43011.30000000,6.60223455,6.60223455,0E-8,-6.60223455,10497.69776440,0.00010000,47bfc8ee-0ecf-4999-8066-d2894b671c8f,201330df-78d3-4500-908a-7dd96c3a5e95
2024-01-03 08:00:00,USDT,BTCUSDT,funding,Open Long,1.5350,1.5350,45044.00000000,24.49651050,24.49651050,0E-8,-24.49651050,10504.29999895,0.00035429,6416b9e8-7a45-40eb-98f0-9c444be60215,4f7c9070-f362-4a14-accd-f1620a3285c9
2024-01-03 04:04:13,USDT,BTCUSDT,trade,Open Long,0.0520,0.9870,45280.00000000,0E-8,0.42382080,0E-8,-0.42382080,10533.26292865,0.00018000,81f2ca5e-534a-51ad-9315-b275cbbdb79c,bdf4601c-ef29-47a8-ba8a-dfd50fad7908
2024-01-03 04:04:13,USDT,BTCUSDT,trade,Open Long,0.5480,1.5350,45280.00000000,0E-8,4.46641920,0E-8,-4.46641920,10528.79650945,0.00018000,e2951fc8-70f7-5b76-841c-c73c526c63fa,bdf4601c-ef29-47a8-ba8a-dfd50fad7908
